scope,region,year,count,withinCurrentSummerWindow,outsideCurrentSummerWindow,julyAugustCount,withinWindowCalendarDays,outsideWindowCalendarDays,withinPerCalendarDay,outsidePerCalendarDay,comparisonStatus
B,북구|구포동,2022,2,2,0,2,58,307,0.034482758620689655,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|구포동,2023,3,0,3,0,58,307,0.0,0.009771986970684038,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|구포동,2024,2,1,1,1,58,308,0.017241379310344827,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|덕천동,all,14,4,10,4,290,1537,0.013793103448275862,0.006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|덕천동,2021,5,1,4,1,58,307,0.017241379310344827,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|덕천동,2022,3,0,3,0,58,307,0.0,0.009771986970684038,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|덕천동,2023,2,1,1,1,58,307,0.017241379310344827,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|덕천동,2024,4,2,2,2,58,308,0.034482758620689655,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|화명동,all,3,2,1,2,290,1537,0.006896551724137931,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|화명동,2022,1,1,0,1,58,307,0.017241379310344827,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,북구|화명동,2023,2,1,1,1,58,307,0.017241379310344827,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|삼락동,all,8,0,8,1,290,1537,0.0,0.00520494469746259,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|삼락동,2020,2,0,2,0,58,308,0.0,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|삼락동,2022,3,0,3,1,58,307,0.0,0.009771986970684038,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|삼락동,2023,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|삼락동,2024,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|엄궁동,all,7,4,3,4,290,1537,0.013793103448275862,0.001951854261548471,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|엄궁동,2020,3,2,1,2,58,308,0.034482758620689655,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|엄궁동,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|엄궁동,2023,2,2,0,2,58,307,0.034482758620689655,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|엄궁동,2024,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|주례동,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|주례동,2023,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|학장동,all,1,1,0,1,290,1537,0.0034482758620689655,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사상구|학장동,2023,1,1,0,1,58,307,0.017241379310344827,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|감천동,all,5,0,5,0,290,1537,0.0,0.0032530904359141183,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|감천동,2020,2,0,2,0,58,308,0.0,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|감천동,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|감천동,2023,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|괴정동,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|괴정동,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|구평동,all,5,1,4,1,290,1537,0.0034482758620689655,0.002602472348731295,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|구평동,2020,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|구평동,2021,1,1,0,1,58,307,0.017241379310344827,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|구평동,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|다대동,all,67,17,50,18,290,1537,0.05862068965517241,0.03253090435914118,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|다대동,2020,20,3,17,4,58,308,0.05172413793103448,0.05519480519480519,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|다대동,2021,17,6,11,6,58,307,0.10344827586206896,0.035830618892508145,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|다대동,2022,13,2,11,2,58,307,0.034482758620689655,0.035830618892508145,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|다대동,2023,7,3,4,3,58,307,0.05172413793103448,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|다대동,2024,10,3,7,3,58,308,0.05172413793103448,0.022727272727272728,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|신평동,all,2,0,2,0,290,1537,0.0,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|신평동,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|신평동,2024,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|장림동,all,2,0,2,0,290,1537,0.0,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|장림동,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|장림동,2023,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|하단동,all,17,2,15,2,290,1537,0.006896551724137931,0.009759271307742356,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|하단동,2020,6,1,5,1,58,308,0.017241379310344827,0.016233766233766232,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|하단동,2021,6,0,6,0,58,307,0.0,0.019543973941368076,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|하단동,2023,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,사하구|하단동,2024,3,1,2,1,58,308,0.017241379310344827,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|남부민동,all,20,3,17,3,290,1537,0.010344827586206896,0.011060507482108002,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|남부민동,2020,3,1,2,1,58,308,0.017241379310344827,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|남부민동,2021,6,0,6,0,58,307,0.0,0.019543973941368076,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|남부민동,2022,4,2,2,2,58,307,0.034482758620689655,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|남부민동,2023,4,0,4,0,58,307,0.0,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|남부민동,2024,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|암남동,all,37,10,27,10,290,1537,0.034482758620689655,0.01756668835393624,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|암남동,2020,8,1,7,1,58,308,0.017241379310344827,0.022727272727272728,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|암남동,2021,8,0,8,0,58,307,0.0,0.026058631921824105,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|암남동,2022,6,1,5,1,58,307,0.017241379310344827,0.016286644951140065,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|암남동,2023,11,7,4,7,58,307,0.1206896551724138,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|암남동,2024,4,1,3,1,58,308,0.017241379310344827,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|충무동1가,all,8,1,7,1,290,1537,0.0034482758620689655,0.004554326610279766,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|충무동1가,2020,1,1,0,1,58,308,0.017241379310344827,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|충무동1가,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|충무동1가,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|충무동1가,2023,4,0,4,0,58,307,0.0,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,서구|충무동1가,2024,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|광안동,all,40,13,27,13,290,1537,0.04482758620689655,0.01756668835393624,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|광안동,2020,5,2,3,2,58,308,0.034482758620689655,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|광안동,2021,16,4,12,4,58,307,0.06896551724137931,0.03908794788273615,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|광안동,2022,7,5,2,5,58,307,0.08620689655172414,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|광안동,2023,7,0,7,0,58,307,0.0,0.02280130293159609,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|광안동,2024,5,2,3,2,58,308,0.034482758620689655,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|남천동,all,12,5,7,5,290,1537,0.017241379310344827,0.004554326610279766,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|남천동,2021,3,0,3,0,58,307,0.0,0.009771986970684038,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|남천동,2022,3,1,2,1,58,307,0.017241379310344827,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|남천동,2023,4,2,2,2,58,307,0.034482758620689655,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|남천동,2024,2,2,0,2,58,308,0.034482758620689655,0.0,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|망미동,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|망미동,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|민락동,all,42,11,31,15,290,1537,0.03793103448275862,0.020169160702667534,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|민락동,2020,5,3,2,3,58,308,0.05172413793103448,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|민락동,2021,11,1,10,1,58,307,0.017241379310344827,0.03257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|민락동,2022,11,5,6,8,58,307,0.08620689655172414,0.019543973941368076,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|민락동,2023,6,1,5,1,58,307,0.017241379310344827,0.016286644951140065,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|민락동,2024,9,1,8,2,58,308,0.017241379310344827,0.025974025974025976,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|수영동,all,6,0,6,0,290,1537,0.0,0.003903708523096942,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|수영동,2020,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|수영동,2022,3,0,3,0,58,307,0.0,0.009771986970684038,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,수영구|수영동,2023,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,연제구|연산동,all,2,0,2,0,290,1537,0.0,0.0013012361743656475,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,연제구|연산동,2021,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|남항동2가,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|남항동2가,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대교동1가,all,21,2,19,2,290,1537,0.006896551724137931,0.01236174365647365,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대교동1가,2020,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대교동1가,2021,7,2,5,2,58,307,0.034482758620689655,0.016286644951140065,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대교동1가,2022,6,0,6,0,58,307,0.0,0.019543973941368076,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대교동1가,2023,2,0,2,0,58,307,0.0,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대교동1가,2024,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대교동2가,all,1,0,1,0,290,1537,0.0,0.0006506180871828237,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대교동2가,2021,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대평동1가,all,3,0,3,0,290,1537,0.0,0.001951854261548471,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대평동1가,2020,2,0,2,0,58,308,0.0,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|대평동1가,2022,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|동삼동,all,29,8,21,8,290,1537,0.027586206896551724,0.013662979830839297,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|동삼동,2020,10,3,7,3,58,308,0.05172413793103448,0.022727272727272728,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|동삼동,2021,9,2,7,2,58,307,0.034482758620689655,0.02280130293159609,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|동삼동,2022,4,2,2,2,58,307,0.034482758620689655,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|동삼동,2023,3,1,2,1,58,307,0.017241379310344827,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|동삼동,2024,3,0,3,0,58,308,0.0,0.00974025974025974,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|봉래동1가,all,15,4,11,4,290,1537,0.013793103448275862,0.0071567989590110605,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|봉래동1가,2020,3,1,2,1,58,308,0.017241379310344827,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|봉래동1가,2021,4,2,2,2,58,307,0.034482758620689655,0.006514657980456026,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|봉래동1가,2022,4,0,4,0,58,307,0.0,0.013029315960912053,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|봉래동1가,2023,1,0,1,0,58,307,0.0,0.003257328990228013,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|봉래동1가,2024,3,1,2,1,58,308,0.017241379310344827,0.006493506493506494,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|봉래동2가,all,3,0,3,0,290,1537,0.0,0.001951854261548471,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
B,영도구|봉래동2가,2020,1,0,1,0,58,308,0.0,0.003246753246753247,2026 자원봉사 모집공고상 활동기간(7/4~8/30)을 과거 달력에 대입; 전체 수상구조대 운영기간·당시 운영실적·미대응 건수 아님
