district,rawDong,type,subtype,countC,reason
기장군,철마면,구급,교통사고,115,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동래구,수안동,구급,교통사고,115,결측 제외 전후 변화 방향 민감
부산진구,연지동,구급,교통사고,109,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
남구,용당동,구급,교통사고,102,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
남구,감만동,구급,교통사고,96,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
남구,우암동,구급,교통사고,88,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
사하구,구평동,구급,교통사고,87,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,남부민동,구급,교통사고,83,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,금사동,구급,교통사고,80,결측 제외 전후 변화 방향 민감
중구,남포동6가,구급,교통사고,78,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,중앙동4가,구급,교통사고,70,결측 제외 전후 변화 방향 민감
중구,영주동,구급,교통사고,61,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동래구,낙민동,구급,교통사고,59,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,동대신동3가,구급,교통사고,57,결측 제외 전후 변화 방향 민감
서구,충무동1가,구급,교통사고,57,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,남포동5가,구급,교통사고,56,결측 제외 전후 변화 방향 민감
해운대구,석대동,구급,교통사고,56,결측 제외 전후 변화 방향 민감
기장군,일광읍,구급,교통사고,53,5년 반복 조건 미충족
서구,동대신동2가,구급,교통사고,53,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,서대신동2가,구급,교통사고,53,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,보수동1가,구급,교통사고,53,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,노포동,구급,교통사고,51,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,부평동2가,구급,교통사고,51,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,녹산동,구급,교통사고,48,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,지사동,구급,교통사고,47,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,회동동,구급,교통사고,47,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,범방동,구급,교통사고,46,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,서대신동3가,구급,교통사고,45,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
부산진구,범전동,구급,교통사고,44,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,대교동1가,구급,교통사고,44,결측 제외 전후 변화 방향 민감
영도구,영선동4가,구급,교통사고,40,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,두구동,구급,교통사고,39,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,부평동3가,구급,교통사고,39,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,영선동2가,구급,교통사고,38,결측 제외 전후 변화 방향 민감
서구,아미동2가,구급,교통사고,37,결측 제외 전후 변화 방향 민감
중구,부평동1가,구급,교통사고,35,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,남항동1가,구급,교통사고,34,결측 제외 전후 변화 방향 민감
금정구,청룡동,구급,교통사고,33,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,동대신동1가,구급,교통사고,33,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,구랑동,구급,교통사고,32,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,봉림동,구급,교통사고,32,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,성북동,구급,교통사고,32,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,남항동2가,구급,교통사고,31,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,서대신동1가,구급,교통사고,30,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,대교동2가,구급,교통사고,30,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,미음동,구급,교통사고,28,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,봉래동4가,구급,교통사고,28,5년 반복 조건 미충족
중구,보수동2가,구급,교통사고,27,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,화전동,구급,교통사고,26,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,남포동4가,구급,교통사고,25,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,봉래동3가,구급,교통사고,24,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,중앙동6가,구급,교통사고,24,결측 제외 전후 변화 방향 민감
금정구,선동,구급,교통사고,23,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,생곡동,구급,교통사고,22,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,토성동1가,구급,교통사고,22,결측 제외 전후 변화 방향 민감
중구,보수동3가,구급,교통사고,21,5년 반복 조건 미충족
서구,부민동1가,구급,교통사고,20,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,토성동4가,구급,교통사고,20,결측 제외 전후 변화 방향 민감
중구,대청동4가,구급,교통사고,20,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,부평동4가,구급,교통사고,20,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,오륜동,구급,교통사고,19,결측 제외 전후 변화 방향 민감
서구,아미동1가,구급,교통사고,19,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,영선동1가,구급,교통사고,19,결측 제외 전후 변화 방향 민감
서구,초장동,구급,교통사고,18,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,부용동2가,구급,교통사고,17,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,봉래동1가,구급,교통사고,17,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,봉래동2가,구급,교통사고,17,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,영선동3가,구급,교통사고,17,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
영도구,남항동3가,구급,교통사고,16,결측 제외 전후 변화 방향 민감
중구,중앙동5가,구급,교통사고,16,결측 제외 전후 변화 방향 민감
서구,부용동1가,구급,교통사고,15,5년 반복 조건 미충족
서구,토성동5가,구급,교통사고,15,결측 제외 전후 변화 방향 민감
영도구,봉래동5가,구급,교통사고,15,결측 제외 전후 변화 방향 민감
동래구,복천동,구급,교통사고,14,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
동래구,칠산동,구급,교통사고,14,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,부민동2가,구급,교통사고,14,5년 반복 조건 미충족
영도구,신선동1가,구급,교통사고,14,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,대청동3가,구급,교통사고,14,5년 반복 조건 미충족
영도구,대평동1가,구급,교통사고,13,5년 반복 조건 미충족
중구,신창동4가,구급,교통사고,13,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
금정구,금성동,구급,교통사고,12,5년 반복 조건 미충족
서구,토성동3가,구급,교통사고,12,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,동광동1가,구급,교통사고,11,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
서구,부민동3가,구급,교통사고,10,5년 반복 조건 미충족
중구,남포동1가,구급,교통사고,10,5년 반복 조건 미충족
중구,동광동5가,구급,교통사고,10,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,죽림동,구급,교통사고,9,5년 반복 조건 미충족
서구,충무동3가,구급,교통사고,9,5년 반복 조건 미충족
중구,대창동1가,구급,교통사고,9,5년 반복 조건 미충족
중구,대청동2가,구급,교통사고,9,5년 반복 조건 미충족
영도구,신선동3가,구급,교통사고,8,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,대청동1가,구급,교통사고,8,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
중구,창선동2가,구급,교통사고,8,동일 유형 2개 설명 사례 선정 범위 밖; 위험도 또는 정책 탈락 아님
강서구,식만동,구급,교통사고,7,5년 반복 조건 미충족
강서구,천성동,구급,교통사고,7,결측 제외 전후 변화 방향 민감
중구,광복동2가,구급,교통사고,7,5년 반복 조건 미충족
강서구,죽동동,구급,교통사고,6,5년 반복 조건 미충족
중구,남포동2가,구급,교통사고,6,5년 반복 조건 미충족
강서구,동선동,구급,교통사고,5,5년 반복 조건 미충족
중구,광복동1가,구급,교통사고,5,5년 반복 조건 미충족
중구,동광동4가,구급,교통사고,5,5년 반복 조건 미충족
중구,신창동1가,구급,교통사고,5,5년 반복 조건 미충족
중구,중앙동7가,구급,교통사고,5,5년 반복 조건 미충족
서구,충무동2가,구급,교통사고,4,5년 반복 조건 미충족
영도구,신선동2가,구급,교통사고,4,5년 반복 조건 미충족
중구,대창동2가,구급,교통사고,4,5년 반복 조건 미충족
중구,신창동3가,구급,교통사고,4,5년 반복 조건 미충족
중구,중앙동2가,구급,교통사고,4,5년 반복 조건 미충족
기장군,정관면,구급,교통사고,3,5년 반복 조건 미충족
중구,신창동2가,구급,교통사고,3,5년 반복 조건 미충족
중구,중앙동3가,구급,교통사고,3,5년 반복 조건 미충족
중구,창선동1가,구급,교통사고,3,5년 반복 조건 미충족
강서구,눌차동,구급,교통사고,2,5년 반복 조건 미충족
서구,토성동2가,구급,교통사고,2,5년 반복 조건 미충족
영도구,대평동2가,구급,교통사고,2,5년 반복 조건 미충족
강서구,대항동,구급,교통사고,1,5년 반복 조건 미충족
중구,광복동3가,구급,교통사고,1,5년 반복 조건 미충족
중구,남포동3가,구급,교통사고,1,5년 반복 조건 미충족
중구,동광동3가,구급,교통사고,1,결측 제외 전후 변화 방향 민감
중구,중앙동1가,구급,교통사고,1,5년 반복 조건 미충족
중구,동광동2가,구급,교통사고,0,5년 반복 조건 미충족
