district,rawDong,type,subtype,count,yearCounts,minimumAnnual,validAnnual,topMonths,topSeasons,annualMonthExact,annualSeasonExact,leaveOneMonthExact,leaveOneSeasonExact,leaveOneSeasonOverlap
서구,동대신동2가,화재,일반화재(주택),10,"[2, 1, 3, 2, 2]",1,5,[6],['겨울'],2,3,3,4,4
서구,동대신동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,동대신동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,동대신동2가,구급,교통사고,53,"[10, 12, 6, 9, 16]",6,5,[7],['여름'],0,2,2,3,3
서구,동대신동3가,구급,심정지,35,"[7, 6, 10, 6, 6]",6,5,[6],['겨울'],1,1,4,2,2
서구,동대신동3가,화재,일반화재(주택),8,"[1, 0, 4, 2, 1]",0,4,"[1, 10]",['겨울'],0,2,2,4,4
서구,동대신동3가,구조,산악사고,11,"[5, 0, 2, 1, 3]",0,4,[6],['여름'],1,0,4,3,3
서구,동대신동3가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,동대신동3가,구급,교통사고,57,"[15, 7, 11, 14, 10]",7,5,"[1, 8, 10]",['겨울'],0,2,1,5,5
서구,부민동1가,구급,심정지,4,"[1, 1, 1, 0, 1]",0,4,"[5, 7, 10, 12]",['겨울'],0,1,1,4,4
서구,부민동1가,화재,일반화재(주택),2,"[0, 1, 0, 1, 0]",0,2,[7],['여름'],2,2,5,5,5
서구,부민동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부민동1가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부민동1가,구급,교통사고,20,"[9, 1, 4, 5, 1]",1,5,[12],['겨울'],2,3,3,5,5
서구,부민동2가,구급,심정지,1,"[0, 1, 0, 0, 0]",0,1,[4],['봄'],1,1,4,4,4
서구,부민동2가,화재,일반화재(주택),0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부민동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부민동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부민동2가,구급,교통사고,14,"[6, 2, 3, 3, 0]",0,4,"[7, 12]",['가을'],0,2,2,2,2
서구,부민동3가,구급,심정지,16,"[2, 3, 3, 1, 7]",1,5,[1],['겨울'],0,2,4,5,5
서구,부민동3가,화재,일반화재(주택),2,"[0, 1, 1, 0, 0]",0,2,[2],['겨울'],1,2,4,5,5
서구,부민동3가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부민동3가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부민동3가,구급,교통사고,10,"[2, 4, 2, 2, 0]",0,4,[9],['가을'],2,3,4,5,5
서구,부용동1가,구급,심정지,2,"[0, 1, 1, 0, 0]",0,2,[2],['겨울'],1,1,4,4,4
서구,부용동1가,화재,일반화재(주택),0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부용동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부용동1가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부용동1가,구급,교통사고,15,"[4, 1, 4, 6, 0]",0,4,[10],['가을'],1,1,3,3,3
서구,부용동2가,구급,심정지,5,"[1, 0, 4, 0, 0]",0,2,"[6, 9]",['가을'],0,1,3,4,4
서구,부용동2가,화재,일반화재(주택),2,"[1, 0, 0, 1, 0]",0,2,[2],['겨울'],1,1,4,4,4
서구,부용동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부용동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,부용동2가,구급,교통사고,17,"[6, 4, 2, 4, 1]",1,5,[3],['봄'],3,3,4,4,4
서구,서대신동1가,구급,심정지,18,"[0, 1, 8, 3, 6]",0,4,[11],['겨울'],1,1,4,3,3
서구,서대신동1가,화재,일반화재(주택),4,"[0, 2, 2, 0, 0]",0,2,[11],['가을'],2,1,5,4,4
서구,서대신동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,서대신동1가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,서대신동1가,구급,교통사고,30,"[3, 9, 4, 5, 9]",3,5,"[5, 10]",['겨울'],0,1,0,3,3
서구,서대신동2가,구급,심정지,31,"[2, 5, 4, 11, 9]",2,5,[6],['겨울'],1,1,3,4,4
서구,서대신동2가,화재,일반화재(주택),5,"[1, 1, 1, 1, 1]",1,5,[8],['가을'],2,2,3,3,3
서구,서대신동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,서대신동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,서대신동2가,구급,교통사고,53,"[8, 18, 8, 10, 9]",8,5,[11],['가을'],2,3,3,3,3
서구,서대신동3가,구급,심정지,44,"[7, 6, 7, 13, 11]",6,5,[2],['겨울'],2,3,3,4,4
서구,서대신동3가,화재,일반화재(주택),7,"[2, 0, 2, 1, 2]",0,4,[2],['가을'],1,1,4,3,3
서구,서대신동3가,구조,산악사고,24,"[8, 4, 6, 3, 3]",3,5,[9],['가을'],2,3,4,5,5
서구,서대신동3가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,서대신동3가,구급,교통사고,45,"[5, 10, 9, 8, 13]",5,5,[12],['겨울'],2,2,3,4,4
서구,아미동1가,구급,심정지,3,"[2, 0, 0, 1, 0]",0,2,[2],['겨울'],1,1,4,4,4
서구,아미동1가,화재,일반화재(주택),0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,아미동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,아미동1가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,아미동1가,구급,교통사고,19,"[2, 4, 4, 6, 3]",2,5,[11],"['봄', '여름']",1,0,3,0,5
서구,아미동2가,구급,심정지,48,"[8, 7, 11, 14, 8]",7,5,[8],['겨울'],1,2,3,3,3
서구,아미동2가,화재,일반화재(주택),12,"[1, 1, 4, 4, 2]",1,5,[2],['가을'],2,1,3,3,3
서구,아미동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,아미동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,아미동2가,구급,교통사고,37,"[15, 6, 6, 3, 7]",3,5,[10],['가을'],1,3,4,3,3
서구,암남동,구급,심정지,75,"[11, 14, 16, 18, 16]",11,5,[11],['가을'],1,3,3,2,2
서구,암남동,화재,일반화재(주택),21,"[5, 2, 4, 6, 4]",2,5,[9],['가을'],1,2,4,3,3
서구,암남동,구조,산악사고,8,"[3, 3, 1, 1, 0]",0,4,[1],['봄'],0,1,3,3,3
서구,암남동,구조,수난사고,37,"[8, 8, 6, 11, 4]",4,5,[10],['여름'],1,1,2,4,4
서구,암남동,구급,교통사고,148,"[42, 28, 25, 31, 22]",22,5,[7],['여름'],1,2,2,4,4
서구,초장동,구급,심정지,40,"[4, 10, 13, 6, 7]",4,5,[10],['가을'],0,2,3,4,4
서구,초장동,화재,일반화재(주택),12,"[4, 2, 3, 0, 3]",0,4,[11],['봄'],1,0,3,2,2
서구,초장동,구조,산악사고,1,"[1, 0, 0, 0, 0]",0,1,[7],['여름'],1,1,4,4,4
서구,초장동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,초장동,구급,교통사고,18,"[3, 4, 7, 2, 2]",2,5,[11],['봄'],1,0,3,3,4
서구,충무동1가,구급,심정지,16,"[2, 4, 5, 4, 1]",1,5,[4],['봄'],2,1,3,4,4
서구,충무동1가,화재,일반화재(주택),6,"[0, 0, 3, 0, 3]",0,2,"[1, 12]",['겨울'],0,2,3,5,5
서구,충무동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,충무동1가,구조,수난사고,8,"[1, 1, 1, 4, 1]",1,5,[12],['겨울'],1,2,3,5,5
서구,충무동1가,구급,교통사고,57,"[16, 12, 13, 8, 8]",8,5,[5],['봄'],0,1,1,3,3
서구,충무동2가,구급,심정지,10,"[2, 3, 1, 3, 1]",1,5,[1],['겨울'],1,2,4,5,5
서구,충무동2가,화재,일반화재(주택),3,"[0, 0, 1, 1, 1]",0,3,[2],['겨울'],1,2,4,5,5
서구,충무동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,충무동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,충무동2가,구급,교통사고,4,"[1, 2, 0, 1, 0]",0,3,[11],['봄'],1,1,4,3,4
서구,충무동3가,구급,심정지,9,"[2, 3, 2, 1, 1]",1,5,[6],['여름'],2,2,5,5,5
서구,충무동3가,화재,일반화재(주택),3,"[2, 0, 0, 1, 0]",0,2,[5],['봄'],1,1,4,4,4
서구,충무동3가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,충무동3가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,충무동3가,구급,교통사고,9,"[0, 4, 2, 2, 1]",0,4,[8],['여름'],1,1,4,3,3
서구,토성동1가,구급,심정지,8,"[1, 2, 3, 2, 0]",0,4,[6],['여름'],2,2,3,4,4
서구,토성동1가,화재,일반화재(주택),1,"[0, 0, 1, 0, 0]",0,1,[3],['봄'],1,1,4,4,4
서구,토성동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동1가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동1가,구급,교통사고,22,"[2, 7, 7, 5, 1]",1,5,[12],['겨울'],1,3,4,5,5
서구,토성동2가,구급,심정지,6,"[3, 2, 1, 0, 0]",0,3,[6],['가을'],1,1,4,3,3
서구,토성동2가,화재,일반화재(주택),0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동2가,구급,교통사고,2,"[0, 2, 0, 0, 0]",0,1,[2],['겨울'],1,1,4,4,4
서구,토성동3가,구급,심정지,3,"[0, 1, 2, 0, 0]",0,2,"[5, 8, 10]",['가을'],0,1,3,4,4
서구,토성동3가,화재,일반화재(주택),2,"[1, 1, 0, 0, 0]",0,2,[11],['겨울'],1,1,4,4,4
서구,토성동3가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동3가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동3가,구급,교통사고,12,"[4, 1, 2, 4, 1]",1,5,[3],['봄'],2,3,3,5,5
서구,토성동4가,구급,심정지,2,"[0, 0, 1, 1, 0]",0,2,"[6, 9]",['가을'],0,1,3,4,4
서구,토성동4가,화재,일반화재(주택),3,"[0, 2, 0, 1, 0]",0,2,[1],['겨울'],1,2,4,5,5
서구,토성동4가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동4가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동4가,구급,교통사고,20,"[4, 6, 5, 2, 3]",2,5,"[3, 5]",['봄'],0,1,2,4,4
서구,토성동5가,구급,심정지,12,"[4, 1, 4, 2, 1]",1,5,"[1, 5]",['봄'],1,1,1,3,3
서구,토성동5가,화재,일반화재(주택),2,"[0, 0, 2, 0, 0]",0,1,[4],['겨울'],1,1,4,4,4
서구,토성동5가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동5가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
서구,토성동5가,구급,교통사고,15,"[3, 5, 3, 3, 1]",1,5,[7],['여름'],2,4,4,5,5
수영구,광안동,구급,심정지,223,"[40, 48, 44, 40, 51]",40,5,[11],['가을'],1,2,4,4,4
수영구,광안동,화재,일반화재(주택),52,"[9, 12, 10, 8, 13]",8,5,[7],['가을'],1,3,3,4,4
수영구,광안동,구조,산악사고,6,"[1, 2, 2, 1, 0]",0,4,[6],['여름'],2,2,3,4,4
수영구,광안동,구조,수난사고,40,"[5, 16, 7, 7, 5]",5,5,[8],['여름'],1,4,4,5,5
수영구,광안동,구급,교통사고,611,"[112, 169, 126, 108, 96]",96,5,[4],['봄'],3,2,5,4,4
수영구,남천동,구급,심정지,81,"[6, 15, 23, 16, 21]",6,5,[5],['봄'],1,1,3,3,3
수영구,남천동,화재,일반화재(주택),16,"[3, 4, 1, 5, 3]",1,5,[5],['봄'],1,2,4,3,4
수영구,남천동,구조,산악사고,1,"[0, 1, 0, 0, 0]",0,1,[4],['봄'],1,1,4,4,4
수영구,남천동,구조,수난사고,12,"[0, 3, 3, 4, 2]",0,4,[8],['가을'],0,2,2,3,3
수영구,남천동,구급,교통사고,223,"[36, 52, 50, 39, 46]",36,5,[7],['여름'],1,3,4,5,5
수영구,망미동,구급,심정지,139,"[30, 28, 29, 25, 27]",25,5,[9],['가을'],0,2,3,5,5
수영구,망미동,화재,일반화재(주택),33,"[7, 6, 5, 5, 10]",5,5,[7],['여름'],1,1,3,3,3
수영구,망미동,구조,산악사고,10,"[2, 1, 3, 3, 1]",1,5,[6],['여름'],3,2,5,5,5
수영구,망미동,구조,수난사고,1,"[0, 0, 1, 0, 0]",0,1,[6],['여름'],1,1,4,4,4
수영구,망미동,구급,교통사고,234,"[54, 43, 43, 52, 42]",42,5,[12],['겨울'],2,2,4,4,4
수영구,민락동,구급,심정지,114,"[15, 20, 32, 25, 22]",15,5,[12],['겨울'],1,3,2,5,5
수영구,민락동,화재,일반화재(주택),24,"[5, 6, 5, 4, 4]",4,5,[2],['겨울'],3,4,3,4,4
수영구,민락동,구조,산악사고,5,"[0, 1, 3, 1, 0]",0,3,[4],['봄'],2,3,5,5,5
수영구,민락동,구조,수난사고,42,"[5, 11, 11, 6, 9]",5,5,[8],['여름'],0,2,2,4,4
수영구,민락동,구급,교통사고,316,"[63, 61, 78, 53, 61]",53,5,[10],['가을'],1,4,5,5,5
수영구,수영동,구급,심정지,82,"[12, 16, 16, 15, 23]",12,5,"[10, 12]",['봄'],1,2,0,2,2
수영구,수영동,화재,일반화재(주택),14,"[1, 4, 1, 4, 4]",1,5,[11],['여름'],2,1,3,3,3
수영구,수영동,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
수영구,수영동,구조,수난사고,6,"[1, 0, 3, 2, 0]",0,3,[3],['가을'],1,1,4,3,3
수영구,수영동,구급,교통사고,141,"[30, 33, 28, 29, 21]",21,5,[11],['가을'],1,3,4,5,5
연제구,거제동,구급,심정지,197,"[15, 44, 52, 45, 41]",15,5,"[3, 12]",['겨울'],0,3,2,5,5
연제구,거제동,화재,일반화재(주택),18,"[2, 5, 6, 1, 4]",1,5,[8],['여름'],1,2,3,3,3
연제구,거제동,구조,산악사고,2,"[0, 0, 1, 0, 1]",0,2,[4],['봄'],2,2,5,5,5
연제구,거제동,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
연제구,거제동,구급,교통사고,423,"[92, 87, 80, 78, 86]",78,5,[11],['가을'],1,2,3,4,4
연제구,연산동,구급,심정지,511,"[78, 102, 119, 115, 97]",78,5,[9],['가을'],2,3,3,4,4
연제구,연산동,화재,일반화재(주택),77,"[17, 13, 15, 17, 15]",13,5,[9],['가을'],2,4,4,5,5
연제구,연산동,구조,산악사고,26,"[4, 8, 3, 7, 4]",3,5,[9],['가을'],1,3,3,5,5
연제구,연산동,구조,수난사고,2,"[0, 2, 0, 0, 0]",0,1,[10],['가을'],1,1,4,4,4
연제구,연산동,구급,교통사고,981,"[199, 239, 192, 180, 171]",171,5,[3],['겨울'],1,3,1,5,5
영도구,남항동1가,구급,심정지,25,"[3, 8, 5, 5, 4]",3,5,[2],['여름'],3,2,4,3,3
영도구,남항동1가,화재,일반화재(주택),7,"[1, 2, 3, 0, 1]",0,4,[9],['겨울'],1,1,4,3,3
영도구,남항동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,남항동1가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,남항동1가,구급,교통사고,34,"[7, 6, 9, 6, 6]",6,5,[2],['겨울'],2,1,3,3,3
영도구,남항동2가,구급,심정지,7,"[3, 1, 2, 1, 0]",0,4,[2],['봄'],2,2,4,3,3
영도구,남항동2가,화재,일반화재(주택),2,"[0, 0, 0, 0, 2]",0,1,"[1, 7]",['겨울'],1,1,4,4,4
영도구,남항동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,남항동2가,구조,수난사고,1,"[0, 1, 0, 0, 0]",0,1,[4],['봄'],1,1,4,4,4
영도구,남항동2가,구급,교통사고,31,"[8, 7, 6, 8, 2]",2,5,[7],['여름'],1,1,4,4,4
영도구,남항동3가,구급,심정지,16,"[4, 6, 1, 3, 2]",1,5,[3],"['봄', '여름']",1,0,2,1,4
영도구,남항동3가,화재,일반화재(주택),2,"[1, 0, 0, 1, 0]",0,2,"[8, 10]",['가을'],0,1,3,4,4
영도구,남항동3가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,남항동3가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,남항동3가,구급,교통사고,16,"[4, 6, 2, 1, 3]",1,5,[10],['가을'],0,2,2,4,4
영도구,대교동1가,구급,심정지,7,"[2, 2, 2, 1, 0]",0,4,[3],['봄'],0,1,3,3,3
영도구,대교동1가,화재,일반화재(주택),3,"[0, 0, 1, 2, 0]",0,2,"[4, 6]",['겨울'],0,1,3,4,4
영도구,대교동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,대교동1가,구조,수난사고,21,"[3, 7, 6, 2, 3]",2,5,[3],['봄'],1,1,3,1,1
영도구,대교동1가,구급,교통사고,44,"[6, 6, 15, 11, 6]",6,5,[8],['여름'],0,2,2,5,5
영도구,대교동2가,구급,심정지,8,"[5, 1, 0, 2, 0]",0,3,[10],['가을'],1,1,3,3,3
영도구,대교동2가,화재,일반화재(주택),3,"[2, 0, 0, 0, 1]",0,2,[11],['겨울'],1,1,4,4,4
영도구,대교동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,대교동2가,구조,수난사고,1,"[0, 1, 0, 0, 0]",0,1,[4],['봄'],1,1,4,4,4
영도구,대교동2가,구급,교통사고,30,"[4, 7, 12, 4, 3]",3,5,[4],['봄'],0,1,5,5,5
영도구,대평동1가,구급,심정지,8,"[3, 0, 1, 1, 3]",0,4,[4],['봄'],1,2,4,3,3
영도구,대평동1가,화재,일반화재(주택),1,"[0, 0, 0, 1, 0]",0,1,[5],['봄'],1,1,4,4,4
영도구,대평동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,대평동1가,구조,수난사고,3,"[2, 0, 1, 0, 0]",0,2,[2],['겨울'],1,0,4,4,4
영도구,대평동1가,구급,교통사고,13,"[5, 4, 0, 1, 3]",0,4,[7],['여름'],0,1,3,4,4
영도구,대평동2가,구급,심정지,7,"[0, 2, 2, 1, 2]",0,4,[7],['여름'],0,1,3,3,3
영도구,대평동2가,화재,일반화재(주택),0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,대평동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,대평동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,대평동2가,구급,교통사고,2,"[1, 0, 0, 1, 0]",0,2,[4],['가을'],1,1,4,4,4
영도구,동삼동,구급,심정지,239,"[28, 48, 50, 51, 62]",28,5,[11],['봄'],0,2,2,4,4
영도구,동삼동,화재,일반화재(주택),21,"[5, 4, 0, 8, 4]",0,4,[2],['봄'],1,0,3,5,5
영도구,동삼동,구조,산악사고,12,"[2, 2, 2, 1, 5]",1,5,[11],['겨울'],1,1,3,4,4
영도구,동삼동,구조,수난사고,29,"[10, 9, 4, 3, 3]",3,5,[7],['여름'],0,3,1,5,5
영도구,동삼동,구급,교통사고,206,"[33, 46, 52, 38, 37]",33,5,[12],['겨울'],1,3,4,5,5
영도구,봉래동1가,구급,심정지,5,"[1, 1, 2, 0, 1]",0,4,[7],"['봄', '여름']",2,0,3,1,5
영도구,봉래동1가,화재,일반화재(주택),1,"[1, 0, 0, 0, 0]",0,1,[6],['여름'],1,1,4,4,4
영도구,봉래동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,봉래동1가,구조,수난사고,15,"[3, 4, 4, 1, 3]",1,5,[11],['가을'],1,3,3,5,5
영도구,봉래동1가,구급,교통사고,17,"[4, 2, 4, 4, 3]",2,5,[3],['봄'],1,2,5,5,5
영도구,봉래동2가,구급,심정지,17,"[5, 4, 3, 2, 3]",2,5,[2],['겨울'],1,3,3,5,5
영도구,봉래동2가,화재,일반화재(주택),1,"[0, 1, 0, 0, 0]",0,1,[8],['여름'],1,1,4,4,4
영도구,봉래동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,봉래동2가,구조,수난사고,3,"[1, 0, 1, 0, 1]",0,3,[2],['겨울'],1,1,4,4,4
영도구,봉래동2가,구급,교통사고,17,"[6, 2, 5, 3, 1]",1,5,[3],['봄'],1,1,5,5,5
영도구,봉래동3가,구급,심정지,11,"[2, 1, 1, 4, 3]",1,5,[12],['겨울'],2,3,4,4,4
영도구,봉래동3가,화재,일반화재(주택),1,"[0, 0, 1, 0, 0]",0,1,[8],['여름'],1,1,4,4,4
영도구,봉래동3가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,봉래동3가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,봉래동3가,구급,교통사고,24,"[7, 7, 1, 8, 1]",1,5,[5],['가을'],0,3,2,5,5
영도구,봉래동4가,구급,심정지,17,"[1, 4, 6, 2, 4]",1,5,"[10, 12]",['가을'],0,2,2,3,3
영도구,봉래동4가,화재,일반화재(주택),2,"[1, 1, 0, 0, 0]",0,2,"[6, 9]",['가을'],0,1,3,4,4
영도구,봉래동4가,구조,산악사고,1,"[0, 0, 1, 0, 0]",0,1,[10],['가을'],1,1,4,4,4
영도구,봉래동4가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,봉래동4가,구급,교통사고,28,"[0, 13, 2, 6, 7]",0,4,[5],['여름'],0,1,2,4,4
영도구,봉래동5가,구급,심정지,15,"[3, 7, 0, 2, 3]",0,4,"[3, 12]",['겨울'],0,1,3,3,3
영도구,봉래동5가,화재,일반화재(주택),2,"[1, 0, 0, 0, 1]",0,2,"[4, 11]",['가을'],0,1,3,4,4
영도구,봉래동5가,구조,산악사고,3,"[0, 0, 2, 1, 0]",0,2,"[3, 8, 10]",['가을'],0,1,3,4,4
영도구,봉래동5가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,봉래동5가,구급,교통사고,15,"[3, 4, 5, 2, 1]",1,5,[2],['여름'],1,2,3,4,4
영도구,신선동1가,구급,심정지,12,"[1, 1, 1, 4, 5]",1,5,[8],['여름'],1,1,4,3,3
영도구,신선동1가,화재,일반화재(주택),1,"[0, 0, 0, 0, 1]",0,1,[9],['가을'],1,1,4,4,4
영도구,신선동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,신선동1가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,신선동1가,구급,교통사고,14,"[1, 7, 2, 3, 1]",1,5,[1],['겨울'],1,3,4,5,5
영도구,신선동2가,구급,심정지,40,"[6, 8, 11, 11, 4]",4,5,"[6, 11]",['가을'],0,2,1,3,3
영도구,신선동2가,화재,일반화재(주택),4,"[0, 0, 2, 1, 1]",0,3,[8],['여름'],1,1,3,3,3
영도구,신선동2가,구조,산악사고,1,"[0, 0, 0, 0, 1]",0,1,[11],['가을'],1,1,4,4,4
영도구,신선동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,신선동2가,구급,교통사고,4,"[2, 2, 0, 0, 0]",0,2,[6],['봄'],1,0,4,3,4
영도구,신선동3가,구급,심정지,14,"[3, 2, 6, 2, 1]",1,5,[12],['겨울'],2,4,5,5,5
영도구,신선동3가,화재,일반화재(주택),1,"[1, 0, 0, 0, 0]",0,1,[4],['봄'],1,1,4,4,4
영도구,신선동3가,구조,산악사고,2,"[1, 0, 1, 0, 0]",0,2,[1],['겨울'],2,2,5,5,5
영도구,신선동3가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,신선동3가,구급,교통사고,8,"[2, 1, 1, 1, 3]",1,5,"[8, 12]",['여름'],0,2,2,3,3
영도구,영선동1가,구급,심정지,7,"[0, 1, 2, 2, 2]",0,4,[4],['봄'],2,1,4,4,4
영도구,영선동1가,화재,일반화재(주택),0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,영선동1가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,영선동1가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,영선동1가,구급,교통사고,19,"[4, 4, 4, 4, 3]",3,5,[2],['가을'],1,1,3,3,3
영도구,영선동2가,구급,심정지,11,"[1, 3, 2, 2, 3]",1,5,[4],['여름'],2,1,4,4,5
영도구,영선동2가,화재,일반화재(주택),4,"[2, 1, 0, 0, 1]",0,3,[12],['겨울'],1,2,3,5,5
영도구,영선동2가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,영선동2가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,영선동2가,구급,교통사고,38,"[6, 9, 15, 5, 3]",3,5,[6],['가을'],2,2,2,3,3
영도구,영선동3가,구급,심정지,8,"[1, 2, 1, 0, 4]",0,4,[7],['여름'],2,3,4,4,4
영도구,영선동3가,화재,일반화재(주택),1,"[0, 0, 0, 0, 1]",0,1,[4],['봄'],1,1,4,4,4
영도구,영선동3가,구조,산악사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
영도구,영선동3가,구조,수난사고,0,"[0, 0, 0, 0, 0]",0,0,[],[],0,0,0,0,0
